product_name,category,price,description_raw,url
TOTO,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/toto/
BUSAN,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/busan/
TREAT,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/treat/
MOOSA,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/moosa/
RAANG,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/raang/
JAVAD,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/javad/
HAZY,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/hazy/
COBALT,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/cobalt/
CUPP,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/cupp/
VELLO,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/vello/
